row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8
All representation elections............................,102,100.0,28,27.5,73,71.6,1,1.0
By type of case:,,,,,,,,
RC cases...............................................,89,100.0,28,31.5,60,67.4,1,1.1
RMcases..............................................,2,100.0,0,0.0,2,100.0,0,0.0
RD cases...............................................,11,100.0,0,0.0,11,100.0,0,0.0
By type of election:,,,,,,,,
Consent elections..................................,0,0.0,0,0.0,0,0.0,0,0.0
Stipulated elections..............................,52,100.0,8,15.4,43,82.7,1,1.9
Expedited elections..............................,0,0.0,0,0.0,0,0.0,0,0.0
Regional Director-directed elections....,50,100.0,20,40.0,30,60.0,0,0.0
Board-directed elections.......................,0,0.0,0,0.0,0,0.0,0,0.0
